Year,job_description 
2015,"JAVA DEVELOPER - CONTRACT - VIENNA, VA  This position is NOT eligible for subcontractors or those that require sponsorship  Java Developer Skills & Requirements:  * .Net and Empower  * Java: * Programming knowledge in distributed Java, J2EE, service oriented architecture(SOA), middleware, integration technologies, and frameworks like JSP, JSTL, JMS, JNDI, JDBC, JAXB, Struts, Hibernate, Maven, log4j and JUnit. * Solid understanding of Java Web Services WSDL, SOAP, XML, RESTful, Web Services Development Kit.    Desired technical competencies:  * Experience with Java Script and JS frameworks like JQuery and DOJO. * XML technology experience such as XSD, XPath, XQuery, XSLT, etc.   Follow us on our BLOG to see more jobs like this: http://dc.vereduscorp.com/   Why Veredus?   Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there's a position you really want, you're fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you.    * Medical  * Dental  * Vision  * 401K  * Life Insurance ($20,000 benefit) * ATOP - Accrued Time Off Program * Consultant Lunches and Outings  * Consultant Web-Site * Name Plates * Care packages/Survival packs * Dedicated Consulting Services Representative   Veredus has been recognized as one of the ""Best Staffing Firms to Work For"" by Staffing Industry Analysts the last 3 years in a row.      Nervous about an upcoming interview Want to be as prepared as possible   Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview:   http://vereduscorp.com/career-center/      Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V.   Drug testing may be required; please contact Recruiter for more information."
2015,"Minimum Required Skills:JavaScript, HTML5, CSS, PHP, JQueryIf you are a Web Developer, please read on!We are located in Tulsa, OK, we are a marketing company that has been booming in business for years! We have a secure and exclusive client base where we do anything from overall branding to web development! We welcome a Web Developer to join our team and grow not only with us as a company, but with yourself too!Top Reasons to Work with Us- Fast paced environment- Current with top technology - Room to grow and really succeed!What You Need for this PositionRequired:- BS in Computer Science/Related Field or relevant work experience- HTML- JavaScript- CSS- LAMPWhat's In It for You- Competitive base salary DOE- Health benefits - PTO- Awesome work culture!So, if you are a Web Developer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"One of TEKsystems' clients, a leader in their respective industry, is looking for a Field Support Engineer. The resources that this position may coordinate for these efforts include technicians, enterprise telecom and system integration resources as well as vendor sales, support, management and technical resources. (This includes managed technical service providers.) There is a requirement during these efforts to maintain positive working relationships with plant, area and regional operations management and personnel as well as keep them informed of the status. The application of technical and system knowledge to provide installation and support of the field IT technology in the business offices and plant environments. The candidate will provide support for existing area IT technology in the office and plant environments, including Wireless, Network Wiring, LAN/WAN Networking, Terminals, PCs, Time Systems, Point of Sale interfaces (such as scale interfaces, pugmills, remote printing, card readers and kiosks), Printers, Power Supplies, cellular devices and other IT technology as needed to support the business. Troubleshooting of problems by analyzing, identifying and diagnosing faults and symptoms using established processes and procedures. Performs root cause analysis and develops checklists for typical problems. Recording of support calls that are directly received into the centralized helpdesk ticket tracking system. Recommends procedures and controls for problem prevention. Coordination with on-site internal and external technical resources as needed to meet support requirements. Responsible for ensuring that onsite troubleshooting supports company technology standards and procedures. Assisting Central Support Group including troubleshooting new requests and input of support tickets into a central ticketing database. This position requires travel all around Virginia. There will be 2-3 nights per month that are overnight. However, the majority of the travel is daily and is Monday through Friday.   About TEKsystems:Join TEKsystemså¨, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other."
2015,"My client, an up and coming gold partner consulting firm with a strong ServiceNow team, is looking to add a Javascript developer to their team. While your responsibility will primarily be coding and dealing with scripts. You will report to a senior developer. Those with only a year or two of experience will have the ability to further develop their skills!Responsibilities- assist teams in development of custom scripts and customization- work on integration- help translate user requirements into correct ServiceNow processes- Strengthen development skillsRequirements:- 2+ JavaScript- 2+ years ServiceNow- experience with web services preferred- experience with Angular preferred- any clearance= extra $$$- 5+ years IT experienceClick here to Apply, advertising more ServiceNow / SNOW jobs than any other agency. We deal with both ServiceNow Partners & End Users throughout North America. By specializing solely in placing candidates in the ServiceNow market I have built relationships with most of the key employers in North America and have an unrivalled understanding of where the best opportunities and ServiceNow / SNOW jobs are. I understand the need for discretion and would welcome the opportunity to speak to any ServiceNow / SNOW candidates that are considering a new career or job either now or in the future. Confidentiality is of course guaranteed. For information on the ServiceNow market and the best ServiceNow positions available contact me at 215-240-4343. Please see www.washingtonfrank.com for more fantastic ServiceNow opportunitiesServiceNow/ Service now/ SNOW/ Service-now/ Delaware/ Virginia/ Maryland/ Washington DC/ New York/ New Jersey/ Connecticut/ Massachusetts/ Georgia/ Florida/ Louisiana/ Alabama/ secret clearance/ top secret/ security clearance/ ITSM/ ITIL/ travel/ remote/ partial remote/ Reston/ Columbia/ Baltimore/ Richmond/ Virginia Beach/ Harrisonburg/ Roanoke."
2015,"Minimum Required Skills:Cisco Networking, WLAN, WANIf you are a Network Engineer with experience, please read on!We are a nonprofit organization that provides healthcare services to our surrounding communities that has been in business for over 55 years! We are able to assist those in need due to our specialty physicians and helpful nature. We strive to maintain our standards of excellence with exceptional staff and we are looking to grow our family! We are looking for a  talented and experienced Network Engineer to join our team. The ideal candidate will document, monitor, and provide support regarding our network environments for our various locations. Additionally, we are looking for a Network Engineer to assist in setting up an additional data center in the near future. Are you the person we need on our team?What's In It for You- Competitive salary - Various insurance options- Health FSA- 401k with company match- Employee appreciation week - Last Friday of every month is jeans day- Training budget for continued learningWhat You Need for this Position- Extensive Cisco networking experience (primarily switching & routing)- Previous VPN tunnel experience - WAN routing experience - WLAN experience- Consultation experience a plusWhat You Will Be Doing- Document and record the current networking environment- Establish monitoring for the network environment - Establish switches to be truly redundant- Ability to adhere to network changes & design in regards to moving equipment to a secondary data center- Troubleshoot VPN tunnel & WAN routing issues- Mentor others on network processes at both a highly technical and lower technical level- Meet and collaborate with executive level personalSo, if you are a Network Engineer with experience, please apply today and join our team!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"Please contact Abdul on ""510.623.5049"" OR email me at ""abdul@apninc.com""There would be a SQL phone screen test that client has given us. Only those candidates that pass the test are to be submitted.SQL ETL This role will be responsible for designing, building and maintaining databases for a fast paced reporting team. They will have the ability to work with large and complex volume data sets and must have a clear understanding of the full database systems. This position demands both business analysis and reporting expertise with ownership of the business need for data quality assurance processes required to support critical business intelligence initiatives.åÊ 8+ years of experience in SQL programming in T-SQL building stored procedures and jobsåÊ 5+ years data integration and ETL experience with SQL Server Integration Services (SSIS) or other industry leading tools including ability to configure SQL Server agentåÊ 5+ years of experience in designing and developing ETL processes including naming conventions, connection to variety of systems and processing of large volume of dataåÊ 5+ years of experience in identifying and mapping data elements across multiple systems including creating templates and best practices to maintain the mapping informationåÊ Strong understanding of data integration, quality and validationåÊ Experience with SQL Reporting Services (SSRS) and Reporting tools (Excel, PowerPivot)åÊ 4+ years of experience extracting data from Salesforce.com database objects using API calls via SSIS, DataLoader, and other ETL tools; familiarity with SOQL (Salesforce SQL)åÊ Understanding of MDM, Data warehouse / Data martåÊ Experience with SQL Server in a VMWARE or AWS environmentåÊ Experience moving data across different types of databasesåÊ Excellent performance tuning and TSQL skillsåÊ SQL Automation experienceåÊ Good with Data Warehousing ConceptsåÊ 2-3 years of Tableau experienceåÊ Excellent written and verbal communication skills and be able to interact with multiple IT teams and business partners both formally and informallyåÊ Preferred:åÊ Clear understanding and experience with Microsoft platforms, including Windows operating systems for both desktop and server.åÊ Knowledge of physical database administration with SQL Server a plusåÊ Experience in logical and physical data modelingPlease contact Abdul on ""510.623.5049"" OR email me at ""abdul@apninc.com"""
2015,"The Software Deployment Engineer is responsible for creating and implementing Boar's Head cross-platform automation effort for code deployment, testing and delivery. They are responsible for the administration and implementation of the deployment software along with the day to day deployment of application code, patches, etc., into various environments.The Software Deployment Engineer is responsible for creating and implementing Boar's Head cross-platform automation effort for code deployment, testing and delivery. They are responsible for the administration and implementation of the deployment software along with the day to day deployment of application code, patches, etc., into various environments. Responsibilities:Design and configure an end-to-end Continuous Integration / Deployment (CI/CD) system through collaboration with other IT teamsLead deployment and configuration of applications softwareWork directly with Development and Testing to provide daily support aligned with a model of planned and automated releasesMonitor designated applications and take corrective action to prevent or minimize system down time.Provide technical solutions and escalated support for non-routine, highly complex technical issuesBuild/Create environments and infrastructure components as requiredDevelop and analyze highly complex system standards, thresholds, and recommendations to maximize system performanceApply patches, service packs and bundles to multiple environments as requiredEvaluate products and upgrades for appropriateness; oversee and implement system upgrade strategiesOn Call afterhours/weekend support required on a rotational basis at management's discretion.Maintain documentation on physical and logical layout and assets of the technical architectures and train co-workers as needed to maximize availability and reliabilityProvide technical leadership to appropriate personnel on CI/CD activitiesWork closely with multiple departments as well as provide detailed status reports on assigned projects and ongoing support for assigned systems and applicationsEnsure performance of systems meet expected Service Level AgreementsWork with other internal teams on root cause analysis and resolution.Other projects and responsibilities may be added at the manager's discretion Qualifications:Experience with cross platform automation, packagingExperience with Continuous Integration and Deployment (CI/CD) tools, such as Bamboo, Jenkins, Docker, UrbanCode, Ancible, Mavin, TeamCity, Bitbucket, GiTLab, etc.Experience with CM (configuration management) and working in the various phases of the software development life cycle (SDLC) using methodologies like Agile and Waterfall.Experience with monitoring tools such as NagiosExperience with scripting for deployment automation using languages like: Ruby, Python, Perl, etcExperience with shell scripting in UNIX, Linux and WindowsExperience with infrastructure automation tools like: Chef, Puppet, Ansible, etcExperience with other third party development and database administration tools e.g. SQL Navigator, SQL TunerSome experience with Java, ASP, HTML, XML, SQL, PL/SQL; development experience preferredKnowledge of Oracle EBS, Oracle Access Manager, Oracle Internet Directory, or open source Identity Management systemsKnowledge of Oracle iAS, Oracle WebLogic, Apache Tomcat and Microsoft IIS Web/Application ServersKnowledge of Oracle SOA technology such as: Oracle SOA Suite with Oracle BPEL Process Manager, Oracle Enterprise Service Bus, SB, JNDI, Web ServicesKnowledge of load balancers and DMZ environmentsKnowledge with Oracle Enterprise Manager, Grid-control and Identity ManagementKnowledge of layered Products in a multi-tiered web environment and understanding the interaction between each tier"
2015,"Top Three Skills:A. Solid knowledge of Windows 7 and Windows 8 operating systemsB. Solid knowledge of Microsoft Office related productsC. Ability to quickly learn about custom applications and proceduresD. Solid understanding of Hardware components and peripheralsE. Excellent understanding of TCP/IP NetworksF. Excellent interpersonal skillsG. Minimum of 6 months of related experienceH. Reliable transportationI. Schedule flexibility Job Description: A. Work with the Help Desk supporting 400 users/workstations in 3 sites (Herndon, Ashburn, Washington DC) Travel between sites is required when required.B. Hours (coverage is from 8 to 6 with requirement of being On Call evenings and weekend 1 week per month per scheduleC. Deployment of new computers, this includes imaging, software installation, transfer of data, and reconfiguration of computer settings.D. Hardware deployment and support that includes: computers, monitors, printers, scales, scanners, phones, mobile phonesE. Proper logging, documenting, classifying, resolution, or escalation requests or incidents via client Provided Helpdesk tool.F. Software installation, and level I and II support for common applications and or as directed by user guides for specific client applications. G. Provide assistance with Hardware/Software troubleshooting including contacting vendors and or other IT departments throughout the company for problem resolution.H. Ability to regularly move equipment weighing up to 70 lbs.I. Provide customer service by properly communicating to end users any resolution, escalation or updates on existing requests or incidents. Additional Information:  Work Environment: 180 end users on site in Ashburn. light travel to 2 other sites (DC and Herndon) required Interview Information:  Who is the Internal/External Customer: Impact to the Internal/External Customer: Business Challenge: Strong IT support is needed to keep operations moving smoothly and revenue generating activities to a maximum EVP:client makes the freedom of flight possible by designing, manufacturing and supporting the world's best aircraft. Its people around the globe are united by a passion for aviation, as well as their desire to create better, more efficient ways for airlines and passengers to fly.The company - a division of client Group - helps shape the future of air transportation and drives sustainable growth around the world. Based on a deep understanding of ever-changing market needs, client pioneers technological solutions and seeks the most efficient sourcing and manufacturing possible - so airlines can grow and people can connect.client ' comprehensive product line comprises highly-successful families of aircraft ranging from 100 to more than 500 seats: the single-aisle A320 Family (including A320neo, the best-selling aircraft in aviation history); the widebody, long-range A330 Family (including the A330-200 Freighter, plus the recently-launched A330-800neo and -900neo); the new-generation A350 XWB Family; and the flagship A380. Non-Technical Skills: Customer service and work ethic    About TEKsystems:Join TEKsystemså¨, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other."
2015,"Minimum Required Skills:Ruby on Rails, JavaScript, HTML5/CSS3/JQuery, MySQLFull Stack Engineer with at least 2 years of full-stack experience, please read on!Title: Full Stack EngineerSalary: Up to $70k- 120k ( We are looking for multiple engineers at multiple seniority levels)Location: Hoover, AL - Relocation availableWhat You Will Be Doing- High Traffic Web Applications- Assist with integrating and creating APIs- Work with video streaming applications- New and existing development- Test Driven Development- Work within an Agile EnvironmentWhat You Need for this Position- Experience: Ruby on Rails- JavaScript- HTML5/CSS3/JQuery- MySQLPluses (Not Required)- AWS or related cloud service- TDD- Usability design experience- Video Streaming Technologies- Data AnalysisWhat's In It for You- Health/Dental/Vision/Life Insurance- Flexible hours- 401k MatchingSo, if you are a Full Stack Engineer with relevant experience, please apply today! Or simply send your resume to: Lauren@Cybercoders.comApplicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"1) Active Directory administration2) 3 years of experience with VMware (5.5 or greater)3) Exchange administration Our customer is looking for a Jr Systems/Network Administrator to join their team and support their Network Engineer. They are an insurance company who support about 75 end users, and are looking for an administrator to help administer their Active Directory environment (manage user accounts and permissions for AD and Exchange), build VMware Servers, help with software patch updates, and help support new and existing hardware and software. This person will also be responsible for rolling out images to the desktops/laptops of internal users, after they're created by Robert Meza (the Network Engineer) using SCCM. Also, qualified candidates should have experience dealing with Windows log monitoring. This is a very small, close knit group, and they need somebody who is willing and able to help with everything from Desktop Support to Network/Systems Administration. The current engineer, Rob, is responsible for creating images, and this person must be able to deploy/roll out the image to laptops.Our customer's environment is a laid back atmosphre, and rarely has strict deadlines to meet. Also, full time employees have off every other Friday, and this sometimes applies to contractors. Finally, this position provides the opportunity to gain exposure and expereince working with a variety of technologies (Systems, Network, Security, etc) that a larger environment would not be able to.    About TEKsystems:Join TEKsystemså¨, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other."
2015,"STC is working with a company in Decatur seeking a GIS Cloud Engineer for a direct hire opportunity. Qualified candidates must have at least 5+ years of experience. The GIS Engineer will be responsible for setting up, managing, configuring and loading data into the company‰Ûªs solution.Skills: SQL, ArcMap, GIS, Amazon Web Services, and ESRIIf you are interested in this position, please send your resume toåÊperm@southeasternit.comStaffSource/ARG Financial Staffing/Southeastern Technology Consultants provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, ARG Financial Staffing/Southeastern Technology Consultants complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training."
2015,"Top Three Skills:Mobile device supportWin7 and WinXPDesktop Support Job Description: Review, analyze, and evaluate various systems operations. Documents, tracks, and monitors the problem to ensure timely resolution. Performs advance root cause analysis and develops checklists for typical problems. Provide technical support on a variety of issues. Escalate problems to next level support professionals when necessary. Typically responsible for acting on existing trouble tickets established in the tracking system. Works with user community to remotely to solve moderately complex tickets. Familiar with a variety of the fields concept, practices, and procedures. Relies on experience and judgment to plan and accomplish goals. Performs a variety of tasks. A certain degree of creativity and latitude is required. Works under general supervision; typically reports to a team lead or supervisor/manager.    About TEKsystems:Join TEKsystemså¨, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other."
2015,"Minimum Required Skills:Object Oriented Perl, Perl, Web Application Development, Linux, MySQLWe are a highly profitable cloud technology leader who is experiencing a period of strong growth and seeking a Software Engineer to join our team. The ideal candidate has strong experience with OO Perl Programming (or PHP/Python and willing to learn Perl), MySQL, JavaScript, HTML/CSS and Linux systems. You will be a part of a fun and fast-paced working environment with tons of upside. For the right candidate we are offering an attractive compensation package including a base salary of between 90-130K depending on experience plus very competitive benefits!What You Will Be Doing- Develop and maintain cloud based applications and back-end systems utilizing Perl/LAMP and cutting-edge technologies- Own development projects from start to finish- Work in a team/collaborative environment and mentor other team membersWhat You Need for this Position- Solid background with Object Oriented Perl or a desire to learn- Solid experience with full cycle Web Application Development- Strong knowledge of Linux systems- Solid MySQL knowledgeWhat's In It for You- Get in a stable and rapidly growing company that offers the environment and personal growth potential of a start-up- An environment where we recognize your efforts and we promote from within- Relocation assistance if needed- Competitive salary- Strong paid vacation time- Flexible scheduling- Comprehensive benefits package and this is just a few of the perks of working with us!If this sounds like you then please apply today as interviews are occurring next week!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"Robert Half Technology is in need of an Applications Architect. Our client is a large automotive Tier 1 supplier with operations and facilities globally. Mentoring of junior level developers is a must. This is a 12 month contract, starting the beginning of the new year.  Please apply online, or you can email Patrick Pawlak at, Patrick.pawlak@rht.com You can also reach Patrick at 248-372-7501. Job Requirements The Application Architect will have experience with the following technologies: Angular JS; Angular2; JavaScript and JSON."
2015,"TAD PGS, INC. is currently seeking a Processor (MCP) - 2nd Shift for one of our clients in Tempe, AZ. Company Description: Go Beyond. It‰Ûªs more than a phrase. It‰Ûªs the way our client lives and the way they work, the way they are seen by our customers and our employees. They never compromise on their promise to Go Beyond. It is who they are, for more than a decade they have delivered superior performance. They are known for our ability to combine know-how and technology quickly and effectively to create solutions. Join their team and their proven promise of integrity, accessibility and continuity. They want you to join them and Go Beyond. Job Overview: To utilize various manual and automated equipment to build Tube Components. Load and unload Tube Components from processing equipment. Performs other duties as assigned. Required Qualifications:Knowledge of various Boule Fab processesKnowledge of various types of Film DepositionsGood hand/eye coordinationRead drawings/blueprints/work instructionsAbility to sit or stand for long periods of timeClose attention to detail and qualityDemonstrated problem solving techniquesClean Room Experience requiredGood communication skillsTeamwork orientedAbility to work with little or no supervision if requiredAbility to make quality decisions quicklyAbility to hold a Security Clearance a plusHigh School Diploma or equivalentAbility to read/write in EnglishTAD PGS, INC. specializes in delivering secure, reliable and rapidly implemented workforce solutions to the U.S. Federal marketplace, including U.S. Government agencies and their prime contractors. With more than 50 years of experience, TAD PGS, INC. has earned a reputation for accountability, a value that government agencies and prime contractors both demand and deserve.TAD PGS, INC. sources professionals for the full spectrum of federal positions, from administrative to management, and those contracts requiring extremely niche-oriented technical skills and the highest levels of security clearance."
2015,"Minimum Required Skills:Java, C++, Object Oriented, data structures, algorithm development, System Design/DevelopmentWe are looking for talented Software Engineers with excellent Java skills!  We will relocate you from anywhere. Simply put...all we care about.....is that you are TALENTED!Who are we? Well....you can't miss us. We are public, stable and a brand that every person with a mobile device, TV....KNOWS! We have disrupted every category we enter. If you would like to work with an innovative company on par with Google, Facebook, Space X, and Twitter, please read on!  *** We will pay for your relocation to Phoenix***Top Reasons to Work with Us1. We will relocate.2. We are open to any candidate - ANYWHERE.3. We are looking for the brightest minds - experience is great, but not necessary!What You Will Be Doing- Contribute to an A++++ Engineer team- Opportunity to use all our technologies from all over the company to build world class products.- You will be a part of a team working in Cloud, OO & AWS technologies- Passionate about delivering results- Impact millions of customers- Challenge yourself- Be CreativeWhat You Need for this Position- 3+ years of recent Java Development experience- 5+ years of professional, relevant software development experience- 2+ years of complex Systems Design / Development experienceDesired qualifications:- Design and development of high-volume multi-tiered distributed software applications- Expert working knowledge of data structures, algorithms, and object oriented design- Expert working knowledge of design patternsWhat's In It for YouFor your hard work you will be rewarded with an aggressive base salary and exception compensation package ranging from $120,000 - $150,000 DOE, great base salary, Sign on Bonuses, Publicly Traded Stock and more!So, if you are a Software Developer with  excellent core Java skills  and you can commute or relocate to Phoenix, please apply today!Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"RESPONSIBILITIES:Kforce's client, growing and established Technology Company in the Scottsdale, AZ area is looking for a Senior Web Developer.Responsibilities:* This position reports directly to the CTO and will manage and mentor junior developers* Develop scalable and maintainable web applications written with NodeJs from the ground up; development in JavaScript, HTML, CSS, and etc* Manage software deployments to our cloud infrastructure* Participate in all aspects of the SDLCREQUIREMENTS:* Bachelors in Computer Science or similar field or equivalent experience* 5+ years of working with HTML, JavaScript and CSS* 5+ years of professional software development experience* Experience with NoSQL databases is a plus (MongoDB, Cassandra)* Experience building modern web applications with client MVC frameworks such as Angular.js/Backbone.js* Experience in either .NET or Java development environment* Familiarity with agile software methodologies and test driven development* Passion for software development and a high pace/high reward atmosphere* Experience writing applications in Node.js is a plus* Experience working with major Node.js modules (Express, Mongoose, etc) are plusses* Experience with Python is a plusKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
2015,"Link Technologies is seeking an ASP.net developer for a high-profile client in Scottsdale, AZ. Established in 2000, Link Technologies has provided professional services in the areas of Information Technology, Engineering, Business Support, Project Management, and Cyber Security/Information Assurance to some of America's top Corporations and Government Agencies at the Federal, State, and Local level.The ASP.net Developer will be responsible for:Designing, developing and migrating a large number of enterprise-level applications via Azure Cloud ServicesDesigning and developing applications using Microsoft technology stack (including ASP.NET, åÊASP.NET Web API, Classic ASP, VB6, Microsoft SQL Server)Analyzing applications for Azure migration suitability and defining Cloud migration strategy for large number of applicationsDesigning solutions for high availability and disaster recovery on AzureImplementing continuous integration and continuous delivery of service oriented applicationsThe ASP.net Developer must have:3+ years of experience in designing, developing and migrating large number of Azure cloud based applicationsThorough understanding of Azure cloud services (covering Azure Compute, Storage and Network and PaaS services including App Services, Web Role/Worker Role, SQL Azure Database among others)Strong knowledge of Cloud security standards and principles including Identity and Access management in AzureStrong knowledge of Enterprise Architecture, Azure cloud reference architecture and associated design patternsExperience in using Azure migration toolAbility to thoroughly test code and resolve defects earlyGood communication skills - the ability to make complex areas understandable, demonstrate passion and leadership"
2015,"Minimum Required Skills:Object Oriented Perl, Perl, Web Application Development, Linux, MySQL, HTML, CSS, JavaScriptWe are a highly profitable cloud technology leader who is experiencing a period of strong growth and seeking a Sr. Perl Developer to join our team. The ideal candidate has strong experience with OO Perl Programming (or PHP/Python and willing to learn Perl), MySQL, JavaScript, HTML/CSS and Linux systems. You will be a part of a fun and fast-paced working environment with tons of upside. For the right candidate we are offering an attractive compensation package including a base salary of between 90-130K depending on experience plus very competitive benefits!What You Will Be Doing- Develop and maintain cloud based applications and back-end systems utilizing Perl/LAMP and cutting-edge technologies- Own development projects from start to finish- Work in a team/collaborative environment and mentor other team membersWhat You Need for this Position- Solid background with Object Oriented Perl or a desire to learn- Solid experience with full cycle Web Application Development- Strong knowledge of Linux systems- Solid MySQL knowledgeWhat's In It for You- Get in a stable and rapidly growing company that offers the environment and personal growth potential of a start-up- An environment where we recognize your efforts and we promote from within- Relocation assistance if needed- Competitive salary- Strong paid vacation time- Flexible scheduling- Comprehensive benefits package and this is just a few of the perks of working with us!If this sounds like you then please apply today as interviews are occurring next week!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"NetIQ IDM Developer who has executed 1-2 NetIQ IDM projects.Should have good understanding of Java/J2EEShould have hands on experience on driver design, development, installation, policy configuration (AD, Exchange, JDBC)Should have strong development experience on DirXML scripting.Should have good knowledge and experience on user application, workflow development and PRD development ( ECMA Script)Should have good understanding of LDAP.Excellent communication and analytical skills."
